global_order,image_path,variant,hardware_source,native_pixels,image_dir,marker_sha256,wall_seconds,gradient_seconds,reference_seconds
34,train/attack/digital_2/iphone15pro/chinese-001_03.jpg,digital_2,iphone15pro,4896110,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/34_5fad7f364737,79120b83e1623de4968cbbda66f2ae803ec828c345bab46cb26f6674f26f2bb9,116.58664573799979,82.68927242700556,16.900890217997585
35,train/attack/digital_1/huawei/chinese-113_03.jpg,digital_1,huawei,6270194,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/35_80b1dbcdfcfd,bafd4038b69e76166a75afcc5f710317fcf0fd7656894c41cc308bfc053eac3b,745.1996788699998,402.1158114480022,303.3131035029983
36,train/attack/digital_1/iphone15pro/chinese-113_03.jpg,digital_1,iphone15pro,4940070,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/36_fc161e4330d3,c850b259efc802ffb568d9058bb65f9d44fc10560036533ac73db9218760bc11,143.19117526800073,106.08106770900122,17.414715998998872
37,train/attack/digital_1/scan/chinese-113_03.jpg,digital_1,scan,2487500,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/37_757716d45d2e,30a12720b259cab9b01dcd4b61d7d5ea35f3047b91d5ae2499009495b5ddfc6d,32.38495356400017,17.282327758994143,7.055894429000546
38,train/attack/digital_2/huawei/chinese-113_03.jpg,digital_2,huawei,6270194,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/38_8d4683b83d83,044ef86dbcd315eba24767f553ed66e2b669054b18ba362230f57f6d3df07e52,700.3495626500007,377.21468864199596,282.08437833800053
39,train/attack/digital_2/iphone15pro/chinese-113_03.jpg,digital_2,iphone15pro,4940070,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/39_4c9271537386,78af1cfee5878b2e49a490981bb584c5e973f063f5b34105362652a73747791b,141.86142791400016,105.30823432799662,17.03501327000231
40,train/attack/digital_2/scan/chinese-113_03.jpg,digital_2,scan,2487500,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/40_9ea16bc95786,304dace1f2757c2e8db9d89d048e6033ebc5385cdf437cc65052cf735d5ab331,33.14769974800038,17.102710337003373,6.831789228001071
41,train/attack/digital_1/huawei/chinese-142_03.jpg,digital_1,huawei,6284565,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/41_b6cea35284cd,cdcfbb4350af656343f89f97f032322b64a875650faf4372b095280407971ca7,723.0598106029993,392.95147956300025,291.30290601600063
42,train/attack/digital_1/iphone15pro/chinese-142_03.jpg,digital_1,iphone15pro,4905408,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/42_1cc6f3761f34,8dd1baa3853a3cbe537a4db34c097127a0c8e67b58b3a67b0be27496867fc7cf,104.03569293500004,69.6429010419979,16.66791355400528
43,train/attack/digital_1/scan/chinese-142_03.jpg,digital_1,scan,2495000,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/43_db99c7c94d43,3c811206235771240dadf028f9a528bcb0a7f793170b77ee7c849bf3f5ee128e,32.647539779,17.344551496993518,6.947106297997379
44,train/attack/digital_2/huawei/chinese-142_03.jpg,digital_2,huawei,6284565,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/44_17a1befbac73,32385b8a9d5ac0d1d0fcfb6d6e76ac03a14507e7cf63f7b97f11570b319ac8c2,753.073711391,408.9599563350039,302.69246029600254
45,train/attack/digital_2/iphone15pro/chinese-142_03.jpg,digital_2,iphone15pro,4905408,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/45_b76181f67b96,4743790bc313456ca266390768178c5285ca75a43041afa194b14a4a0246e720,105.58323092000137,70.86104747599893,16.617835145003482
46,train/attack/digital_2/scan/chinese-142_03.jpg,digital_2,scan,2495000,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/46_91ef7aa56902,8eb22be8e11ca3ef64d94c4f6cb494e8fd422c0ef37377752b6d1c6835b0b18a,32.89124673299921,17.342973176999294,6.898669727002925
47,train/attack/digital_1/huawei/chinese-NF-1050.jpg,digital_1,huawei,6293664,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/47_777e05d2d6ce,5c6092994f77dadc2c347238f9c8b306f88962d75d1fa2fa6135c1f3ef342521,590.9026157400003,355.3970704830044,193.99610581600427
48,train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,digital_1,iphone15pro,4939056,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/48_d629d973254a,8a5c773dc6cd809d757358794bfcd0c4a2c4189c5db95835b7d3a1594f827cd9,124.32926489300007,87.6339358589994,16.884338992000266
49,train/attack/digital_1/scan/chinese-NF-1050.jpg,digital_1,scan,2485271,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/49_7be1d5f032bd,c2862b7a57ed7eaaafee9b1d65144ce912b6e2cd8aea3ecf20c82b1c4b2360f6,32.54638652799986,17.38611798299462,6.93792225299876
50,train/attack/digital_2/huawei/chinese-NF-1050.jpg,digital_2,huawei,6293664,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/50_c34f17520ff5,13f0a980e94935d09e72caab59e2349d663271ab8deabda0dd183758e4794fb8,748.0591557139996,508.4744993959994,198.11740719299632
51,train/attack/digital_2/iphone15pro/chinese-NF-1050.jpg,digital_2,iphone15pro,4939056,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/51_63d8a3b3944f,e051ea98fff5741c737aebf3673b622c12365ab7680010d9d3aa64f9ffc84af9,123.90387099799955,87.25734096100496,16.824944966994735
52,train/attack/digital_2/scan/chinese-NF-1050.jpg,digital_2,scan,2485271,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/52_cf7e1120b238,bea0ce79a231c6455dd58afcc7e80e010c8b00fe3deb3956aac8672774f70c4f,32.16460131399981,17.30254842699651,6.97414514900629
53,train/attack/digital_1/huawei/chinese-NF-1085.jpg,digital_1,huawei,6395670,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/53_39a10f6fdad2,eee6a1f14cf5f32dc8e1b388dbf115593af0f63198a8234f44853fed70a7f300,818.9859025219994,430.64854038499834,344.6322462049993
54,train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,digital_1,iphone15pro,4913481,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/54_585bb04e89c8,581d1361aeb73ba8f5c7c24d4d6fe63321ce79bed474efbbf1e1f94aafddc1a2,125.35786895399906,90.24169138800062,16.934932064996246
55,train/attack/digital_1/scan/chinese-NF-1085.jpg,digital_1,scan,2494494,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/55_48fe0696de20,429dccbb789d1c11a11c08f818f6d28f0e028847f4d844443043a1ca8710db8e,32.48132137599896,17.444899894995615,7.0594475029975
56,train/attack/digital_2/huawei/chinese-NF-1085.jpg,digital_2,huawei,6395670,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/56_ca46c08ac27c,bceae88bbf82b0b34ce867c7f8a05bd1dc6fea38d68535c5d9b30bdfea8e2b00,802.6914880570021,419.02267611899697,339.07639692700286
57,train/attack/digital_2/iphone15pro/chinese-NF-1085.jpg,digital_2,iphone15pro,4913481,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/57_ddffe2a0abec,f714ecd6acd601a80d1b6af7e57d15d09994b4027f304fa76d72982ddbb609c2,126.70163727900217,90.9966862899928,17.04805391600894
58,train/attack/digital_2/scan/chinese-NF-1085.jpg,digital_2,scan,2494494,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/58_94c7891c6243,325be80f1568c400b045895a1aecbbf0c722134e8db9998d183213cf3615cf9c,32.500134041998535,17.417883448000794,7.1033947139949305
59,train/attack/digital_1/huawei/chinese-NM-1092.jpg,digital_1,huawei,6435370,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/59_56c6136eff30,a95531f7b54f959f2599f9489b0cf3974147ff41101db061eca2a5626de96b59,824.7663897559978,422.2997631850012,355.4563562249896
60,train/attack/digital_1/iphone15pro/chinese-NM-1092.jpg,digital_1,iphone15pro,4943880,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/60_ef5a522172ee,55c0b071dac1321039be0317875f9f48a9578a06034e0693955344423f685ebb,135.29645964900192,99.00256020999586,16.88416796500678
61,train/attack/digital_1/scan/chinese-NM-1092.jpg,digital_1,scan,2484268,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/61_0e84d3d1e3ed,4e50a29d073c56b3573dbb5711c1e0c95b7828fc2e4a881f0d8205335c6bcade,32.341148592000536,17.23948871399989,6.980318573998375
62,train/attack/digital_2/huawei/chinese-NM-1092.jpg,digital_2,huawei,6435370,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/62_9de47aa6d7b2,c747954f1d698dac4398cfd6d5ebbcb3305bf8a162e00f05e332943f87f408dd,822.4843248090001,423.4860269850069,354.2148789880048
63,train/attack/digital_2/iphone15pro/chinese-NM-1092.jpg,digital_2,iphone15pro,4943880,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/63_ffea6d304ce1,f941ea9b022d47d8eb5336bc6ec1181110384306b85c0a1d0ea40620a2dc8d6f,136.09046761300124,99.16213098300432,16.897455924001406
64,train/attack/digital_2/scan/chinese-NM-1092.jpg,digital_2,scan,2484268,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/64_58a084792efd,50841cb960d2c40030e2e147cc017b7236d8464aa8a90a224a1f3032d14433da,34.51772521500243,17.301719355004025,6.980962241999805
65,train/attack/digital_1/huawei/french-019_03.jpg,digital_1,huawei,6379050,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/65_b50f98e59275,bbf40641617444a7ae9483fb84e17d510aae02e637bf0a0f0b264939f3cfc729,784.6586986129987,411.17972745500083,328.2705897759952
66,train/attack/digital_1/iphone15pro/french-019_03.jpg,digital_1,iphone15pro,4911995,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/66_92c21c257a9f,c7a7e9a23177621f6b2615778e6eb28449e7109f07eafc98f34513aa045baf0d,117.37231219200112,82.09267036501114,16.92577241699837
67,train/attack/digital_1/scan/french-019_03.jpg,digital_1,scan,2483024,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/67_40d3689b9f23,57e6ee5cd5c0eea50d54d77b6f1c3cc2135a13cc91ee9402148915c89004b01d,33.602090650998434,17.223600073000853,6.868654038004024
68,train/attack/digital_2/huawei/french-019_03.jpg,digital_2,huawei,6379050,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/68_0e88fbc99fcd,c8d54d0ae86f6072446e78d2d5944397c9dc21f70d2a3381df3376c479de6188,796.9631393039999,414.796244236004,336.71484651799256
69,train/attack/digital_2/iphone15pro/french-019_03.jpg,digital_2,iphone15pro,4911995,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/69_dba817be7ec2,e73ceeea519090230e76bd3fb4a998ad9bdd38c14a0f94a0051fd22879c32bbc,121.38526108800215,84.87205802899189,16.906420701005118
70,train/attack/digital_1/huawei/french-114_03.jpg,digital_1,huawei,6326400,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/70_d384829751dd,535639a6caf86254a989d2ef62e15b1b0047a34e574f1fb8da381887cf1515c0,588.8714436980008,340.6549672349938,203.3879282109956
71,train/attack/digital_1/iphone15pro/french-114_03.jpg,digital_1,iphone15pro,4992143,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/71_5467e3b45d29,8c860f45b1a6914d43ce58b96316f098ff0bdb0961a6b9a7d8dedeee6a7beea5,151.55571660799978,113.17585055000018,17.44593104500018
72,train/attack/digital_1/scan/french-114_03.jpg,digital_1,scan,2493750,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/72_ae9a04258488,289f9059eb9da9b5e11b5723cab2f15c1b4e5bc96bef5c56d89db87495aed53c,32.8479497139997,17.416022960009286,7.018107381994923
73,train/attack/digital_2/huawei/french-114_03.jpg,digital_2,huawei,6326400,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/73_cdc4093b2a79,ad1f00939c29533f5b46c1e8a58966a40d7e34768bdb6952e3879e64f5def1a0,621.7059148350017,354.6563246520054,223.85497649900572
74,train/attack/digital_2/iphone15pro/french-114_03.jpg,digital_2,iphone15pro,4992143,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/74_a7ce04efa6f1,1b18327b9fab890d6908bbaba85af6ebdfc39d279a6cbe0f948974278e34f457,151.9405390339998,112.81295692500498,17.599626441999135
75,train/attack/digital_2/scan/french-114_03.jpg,digital_2,scan,2493750,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/75_920ee2ce7a9d,2bcd73e73584eea75a24a6386f2299f0d8c7e0c16847b35394b7f5e936878519,33.52229865700065,17.38790272699407,7.047992540992709
76,train/attack/digital_1/huawei/french-124_03.jpg,digital_1,huawei,6289728,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/76_2dae8e352c70,49a093eb34c612e922a1dcf7d37819c9b8f2570bf56c67104d1716301e77ce68,553.0418679780014,344.84246130300744,162.81009855400407
77,train/attack/digital_1/iphone15pro/french-124_03.jpg,digital_1,iphone15pro,4930952,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/77_c085cc7b9f38,5cd033bb8af9fa31691c8ee7be6822e04faff250a4ec790f4d8ca797596c2022,133.4758757210002,97.26785138899868,16.800158518999524
78,train/attack/digital_1/scan/french-124_03.jpg,digital_1,scan,2493004,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/78_337d04a50a96,80aaad0b698d67efb9008793190e43e0d0a3e2340a8f8dfb203a55d9c37398ee,32.50276782599758,17.384609946006094,7.003514036001434
79,train/attack/digital_2/huawei/french-124_03.jpg,digital_2,huawei,6289728,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/79_b0226581b161,9b7467481e0a5b56bfc01141c0894783ff089e8fb3e112a1465c665641488ec2,987.9320692390029,743.7418137830027,202.20611876100156
80,train/attack/digital_2/iphone15pro/french-124_03.jpg,digital_2,iphone15pro,4930952,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/80_5db2303bf335,7a01e71201b3a49c618b2e268df9f9f22f9daedde780ae9fdabe711864a56254,136.68585434600027,99.26062960000854,18.228568789003475
81,train/attack/digital_2/scan/french-124_03.jpg,digital_2,scan,2493004,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/81_ceb6c68f36e6,74b0ca658b1114a889b8d0faabf7202d7cfa08b6769f4e7eec76f6976011ba4f,33.453908882002,17.394535273004294,6.9292692149974755
82,train/attack/digital_1/huawei/french-128_03.jpg,digital_1,huawei,6294624,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/82_d3222a381663,dd20fa6e8f8bad67c50066ca1851242e06a1dd1da826d52a74fcccf39361e1a2,604.6061757520001,358.2571198760088,202.9177930730002
83,train/attack/digital_1/iphone15pro/french-128_03.jpg,digital_1,iphone15pro,5005140,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/83_7bda8be1ad20,143a0ff6d77247f0b321041d5964a5cd49039107ec962afe6598d748ff33edc9,152.34120317499764,114.16920734000087,17.168629151998175
84,train/attack/digital_1/scan/french-128_03.jpg,digital_1,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/84_a4bf128051e3,fd7474107edabdb1db1749a1819e1519db3914393086113814595361d046d5a6,33.950502943000174,17.31548928599659,6.8779396480058494
85,train/attack/digital_2/huawei/french-128_03.jpg,digital_2,huawei,6294624,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/85_1730da6fbf20,71d00e37328d72d126e39c8fc0927084ec9dcf5171ce8024fe95ba73d536c900,639.9848926769992,371.07793120799397,226.98986335799782
86,train/attack/digital_2/iphone15pro/french-128_03.jpg,digital_2,iphone15pro,5005140,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/86_9f7824c7fb99,286bc7b78e4f09f692788c6ed2ca43690e74cfea24ef0bd5de1ffdcdfc7367cf,153.77439707099984,115.27152240899159,17.157830872998602
87,train/attack/digital_2/scan/french-128_03.jpg,digital_2,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/87_63249a250b78,8ae63de9d11e90ee731d821e320d6f0241874ad0ad2999318a511337657197b4,34.32747276000009,17.336978764007654,6.906802962992515
88,train/attack/digital_1/huawei/french-NF-1047.jpg,digital_1,huawei,6305472,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/88_65c5ffa3c2da,d54d888f77b020fda1866460cd976622da0a2804b1b0efc25c3eee218054956b,609.5564796639992,364.6215318440045,204.44785571199827
89,train/attack/digital_1/iphone15pro/french-NF-1047.jpg,digital_1,iphone15pro,4985019,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/89_4af5820e4449,a29aa75c33c83a75d8d73e3f7ef9fab0b72db82985c47d3b4f49a5949a842b11,160.75689618800243,109.5547383569974,29.86222267600533
90,train/attack/digital_1/scan/french-NF-1047.jpg,digital_1,scan,2491506,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/90_9528e5d9a79d,8bbc6875ca3f4da2f7021032a0cec8fa2142267ff20751e9f26d68694753b8c3,36.04556593400048,19.24577571599366,8.218151630997454
91,train/attack/digital_2/huawei/french-NF-1047.jpg,digital_2,huawei,6305472,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/91_894738025275,c400269b5c5c4a882b0c4be2423fd06290b99e4d1fc6ea604bfb8181061ea27b,879.5670527789989,644.7517837150081,194.46273475199632
92,train/attack/digital_2/scan/french-NF-1047.jpg,digital_2,scan,2491506,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/92_1e6938f1c4c7,509cdb2268d6b0befa07296990e079238ed66dc4780ee2dafd1a26a9f23316bc,34.2735744720012,17.214030281000305,6.911788456993236
93,train/attack/digital_1/huawei/french-NF-1082.jpg,digital_1,huawei,6320997,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/93_c6127104327d,0307eefe4bffb3d0e4572228149e38a19eee77a3ef23d5f4f3bb8da2a864a64c,740.8321811219976,390.0170353039939,306.7842416589956
94,train/attack/digital_1/iphone15pro/french-NF-1082.jpg,digital_1,iphone15pro,4999785,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/94_3abfb729e3b7,c4753c80d3893d3a5cae3962656efa9282d75ce4373b24ccb2e0b668d5b1ac36,154.17020543000035,115.81601743200372,17.23376993099737
95,train/attack/digital_1/scan/french-NF-1082.jpg,digital_1,scan,2482530,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/95_666bd6087d94,9ee16e26c588c815ffc0f97b7fe23a0af8d9ee256b1173a1d6b587a4b906d64f,32.16346606499792,17.30453539899827,6.991065646994684
96,train/attack/digital_2/huawei/french-NF-1082.jpg,digital_2,huawei,6320997,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/96_22d725a4a656,648c0febae1eda44f6cbd6b283d3cbf7860a9a3f4ba1d48528a11249f3727b88,816.7136298039986,433.10058369300896,340.2894950129921
97,train/attack/digital_2/iphone15pro/french-NF-1082.jpg,digital_2,iphone15pro,4999785,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/97_98bb21c36279,95a625132b531468591af13576e3e0e9b320757d427916a1b164861453d5924c,155.52693623600135,116.68989052499819,17.454963936997956
98,train/attack/digital_2/scan/french-NF-1082.jpg,digital_2,scan,2482530,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/98_741d9721edbe,cc22d86d5c4a836b5c60767c0c966a2bce85c6202e5c220c559b1033444dd511,33.62018938199981,17.320544176000112,6.909663736991206
99,train/attack/digital_1/huawei/indian-014_03.jpg,digital_1,huawei,6458892,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/99_117986531e7f,90afb18960141c5d6f6bb027e88014bbf94dd6aaf54d4d9874ac4b815383cf1c,834.1595683489977,422.2057328399933,366.8617772639991
100,train/attack/digital_1/iphone15pro/indian-014_03.jpg,digital_1,iphone15pro,4974844,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/100_54ea13bdff1b,e6cfc35e9569af3dfa17d9ed5d62c6fc1b87e9359f90b915a284bb2877c9c8de,143.5583459469999,105.64420037100717,17.097143322000193
101,train/attack/digital_1/scan/indian-014_03.jpg,digital_1,scan,2494253,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/101_a4de0d51b39f,9b6b05fd01885adca6d9ea8d6ced2a3f4c5aef16cd80af5cbacc6991843f0ea7,32.8588731580021,17.399637638995046,7.044679580998491
102,train/attack/digital_2/huawei/indian-014_03.jpg,digital_2,huawei,6458892,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/102_988e9f068184,430be769ae72a7be4abf553aafc03166561e2662d6bd1057ebb3fb5786fd1adb,839.5913535470027,421.5059514790082,373.07446867900944
103,train/attack/digital_2/iphone15pro/indian-014_03.jpg,digital_2,iphone15pro,4974844,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/103_7946a12e125d,dc51a37d93ac59b5d8ff319d226fbcb338eb826b0e5ac70a4bfb48f5c9a8d2d7,143.1807908310002,104.87745857499613,17.119357573992602
104,train/attack/digital_2/scan/indian-014_03.jpg,digital_2,scan,2494253,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/104_c28e03a7ace1,9f1a0fa8e34187129cdce906f78298106e3e7134a2af1c02ffe4358b5f5c9ddc,33.33966452999812,17.46283177699661,7.007079435996275
105,train/attack/digital_1/huawei/indian-021_03.jpg,digital_1,huawei,6359270,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/105_e6510cba178c,e3008decbd24c6a9ba81c242c683718192239282d1f8cf9cbc7a22c21a6052a5,836.6538067969996,452.64100761800364,341.2920235949932
106,train/attack/digital_1/iphone15pro/indian-021_03.jpg,digital_1,iphone15pro,4966450,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/106_93a8e3ad1589,fb4b228497e05135a1f3b6ab4602f02b6286b4a0f46e806a2727e5229d3da27e,155.35658528000204,105.73723244999564,27.85879911000302
107,train/attack/digital_1/scan/indian-021_03.jpg,digital_1,scan,2488008,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/107_b04df46e1b98,0b6916efa3f731f248b2f9d2a1c078b8fe8202d3139a62871b3a9f7d127e315a,35.58833472100014,18.752508124009182,7.397430541004724
108,train/attack/digital_2/huawei/indian-021_03.jpg,digital_2,huawei,6359270,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/108_7edc6039756b,577e9ab1887fd5e0eeb4c11c0c4dcf12eb16381a54f47028d43ceb62afd0044b,876.3196029850005,475.51086630699865,355.5559169200096
109,train/attack/digital_2/iphone15pro/indian-021_03.jpg,digital_2,iphone15pro,4966450,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/109_2be780df317f,d77e08508d40ae9c0793582ae5fb7aaf0926dcae7bf2a790c0ead3f0b1878c36,142.3968021710025,104.49518374800391,17.022844600993267
110,train/attack/digital_2/scan/indian-021_03.jpg,digital_2,scan,2488008,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/110_3348e00aaad9,97ecedf8ff44c272b14da4d99f906aa9e758cf27c6d670dced6f1038846fe0f7,33.4468501070005,17.09906110101292,6.904099879000569
111,train/attack/digital_1/huawei/indian-NF-1061.jpg,digital_1,huawei,6381018,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/111_d898205c3f7c,0e00832ce587bfa679f3e714743d841ccf78a71eaeec9fbb73e75f66a35a7776,763.2189594970041,395.51338212198607,324.4815955640079
112,train/attack/digital_1/iphone15pro/indian-NF-1061.jpg,digital_1,iphone15pro,4990860,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/112_ad4dfa2e4423,948aa5aacdc7a196f76543771c43bacecbf5d2ade75bd444c620db1d87ead77a,150.28100856800302,111.7971957089976,17.078834297994035
113,train/attack/digital_1/scan/indian-NF-1061.jpg,digital_1,scan,2485770,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/113_a4c277ba396b,241755da5002ef6d49d64ba1eae8c6df24bb693ea376f91f78f2c16f1a06db9e,31.994227177005087,17.34292067799106,6.941681923992292
114,train/attack/digital_2/huawei/indian-NF-1061.jpg,digital_2,huawei,6381018,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/114_bac7a1736da0,74ef78cf0626b7682f09a73c7e9f3a4c66c38d94c6948f067ad37c0ddf99798b,861.9633494570007,445.0868316089909,373.5931938249996
115,train/attack/digital_2/iphone15pro/indian-NF-1061.jpg,digital_2,iphone15pro,4990860,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/115_f9da0b764c89,ecebd03ab42f1dde44f27bdfa7b4a12d74fa2547841bd15a1339f35d11c1c6b4,149.03332973200304,110.44949072897725,17.140484143012145
